ID,Movie_name,Overview,Genres,Release Date,Collection_name,backdrop_path,poster_path
10232,Schatten der Engel,"Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend Raoul who gambles away what little she earns. The town's power broker, called the rich Jew, discovers she is a good listener, so she's soon busy. Raoul imagines grotesque sex scenes between Lily and the Jew; he leaves her for a man. Her parents, a bitter Fascist who is a cabaret singer in drag and her wheelchair-bound mother, offer no refuge. Even though all have a philosophical bent, the other whores reject Lily because she tolerates everyone, including men. She tires of her lonely life and looks for a way out. Even that act serves the local corrupt powers.",Drama,1/31/1976,,,/lppFmn6TALPbouMAf7eC3mF71i7.jpg
10234,Funny Games,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",Drama,5/14/1997,,/wFq0JviwtYVw57i2hOTKCSOTZtf.jpg,/txCSI8h2CPKUgAOO6U3g2mswfQS.jpg
10235,Александр Невский,"When German knights invade Russia, Prince Alexander Nevsky must rally his people to resist the formidable force. After the Teutonic soldiers take over an eastern Russian city, Alexander stages his stand at Novgorod, where a major battle is fought on the ice of frozen Lake Chudskoe. While Alexander leads his outnumbered troops, two of their number, Vasili and Gavrilo, begin a contest of bravery to win the hand of a local maiden.",Drama,11/24/1938,,/izg3sL4nJwehVsUy1mn1sLOmvuK.jpg,/lsTJYStIsnddwioD1L4FEmwj4Cx.jpg
10236,The Way We Were,"Two desperate people have a wonderful romance, but their political views and convictions drive them apart.",Drama,10/17/1973,,/7mRpaVetpIde0f3Ebk2ipCAqDls.jpg,/rwBONrd3ipufrSA2sAQtvhC0FYF.jpg
10237,The Honeymoon Killers,"Martha Beck, an obese nurse who is desperately lonely, joins a ""correspondence club"" and finds a romantic pen pal in Ray Fernandez. Martha falls hard for Ray, and is intent on sticking with him even when she discovers he's a con man who seduces lonely single women, kills them and then takes their money. She poses as Ray's sister and joins Ray on a wild killing spree, fueled by her lingering concern that Ray will leave her for one of his marks.",Crime,2/4/1970,,/egrxDU6GM8Dv5u5e8Nm2Wlq7k2E.jpg,/3n69M2qBFMWEYAOOQdvxYAaaDLM.jpg
10238,Viskningar och rop,"As Agnes slowly dies of cancer, her sisters are so deeply immersed in their own psychic pains that they can't offer her the support she needs. Maria is wracked with guilt at her husband's attempted suicide, caused by his discovery of her extramarital affair. The self-loathing, suicidal Karin seems to regard her sister with revulsion. Only Anna, the deeply religious maid who lost her young child, seems able to offer Agnes solace and empathy.",Drama,12/21/1972,,/xmLgdb0yDBXa7Dlo3aCzjhjCkuE.jpg,/a1bMgB09YDvvRN9SitCclUYragr.jpg
10239,Conte d'automne,"Magali, forty-something, is a winemaker and a widow: she loves her work but feels lonely. Her friends Rosine  and Isabelle both want secretly to find a husband for Magali.",Drama,9/7/1998,,/lSdOaICWEwzdOvSvrSV1WHiZpRv.jpg,/1DQYFB5DENLWKUYdz5ttaVbDYnk.jpg
10241,Conte d'hiver,"Felicie and Charles have a whirlwind holiday romance. Due to a mix-up on addresses they lose contact, and five years later at Christmas-time Felicie is living with her mother in a cold Paris with a daughter as a reminder of that long-ago summer. For male companionship she oscillates between hairdresser Maxence and the intellectual Loic, but seems unable to commit to either as the memory of Charles and what might have been hangs over everything.",Comedy,1/29/1992,,/wABndWBD8ybENxYH3Ewl9e0wGIb.jpg,/UhmjpDjvjMpR9vDmC7On1Zp02H.jpg
10242,What Ever Happened to Baby Jane?,"Two aging film actresses live as virtual recluses in an old Hollywood mansion. Jane Hudson, a successful child star, cares for her crippled sister Blanche, whose career in later years eclipsed that of Jane. Now the two live together, their relationship affected by simmering subconscious thoughts of mutual envy, hate and revenge.",Drama,10/31/1962,,/gkXL5ka6ciU4A4KYSvLIAXtvh7k.jpg,/u8iJz5KqSPuTFE7yPbJwyzF0zHs.jpg
10243,The Flight of the Phoenix,A cargo aircraft crashes in a sandstorm in the Sahara with less than a dozen men on board. One of the passengers is an airplane designer who comes up with the idea of ripping off the undamaged wing and using it as the basis for a replacement aircraft they will build to escape before their food and water run out.,Adventure,12/15/1965,,/61cz8dZkyIo9m5bVwwfrYcvVZiK.jpg,/irAtJjRPV0wXfDARMWe6UXWXOlM.jpg
10244,Götter der Pest,"A man is released from prison and finds the society on the outside less than appealing. With several women as well as the police on his tail, he sets out to find an old friend.",Drama,7/24/1970,,/cnSTQxH0wdGbAVdJiiQTivwRkRr.jpg,/GUzoHDdDq7jygYYDC7Mw3t6ncx.jpg
10246,Porky's,"Set in 1954, a group of Florida high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",Comedy,11/13/1981,Porky's Collection,/rzKogSI68Hi52MMtdf5DCh1UyaZ.jpg,/AqCOt1cWfKqCepxK7LIdT812idH.jpg
10247,He Was a Quiet Man,"A troubled loner, Bob Maconel, imagines blowing up the tower in Los Angeles where he works. He takes a revolver to his office intent on killing colleagues, and then himself. At home, he holds conversations with his fish, who encourage him to do it. His supervisor picks on him. As he's screwing his courage to the sticking place, he drops a bullet; while on the floor looking for it, another colleague does exactly what Bob has been planning. Bob emerges a hero and the one colleague he likes, a woman with a bright smile, is severely wounded. Can Bob help her through despair and find himself and joy in life? Or, as everyone says, is this impossible for a man like him?",Comedy,11/23/2007,,/kAgCJcSO4kbVRtaMW8YWHiZPHxr.jpg,/rEUNnI11SmWGPM0owodTyvnE7mh.jpg
10248,The Ring Thing,Middle Earth is... right in the heart of Europe! A spoof of the Lord of the Rings Trilogy set in Switzerland.,Comedy,1/1/2004,,/dVwwGBEEtbWoLamXLn92YGH9yJT.jpg,/vJNLjovlkQcWejOAyhVERuGFIaw.jpg
10249,The Rocketeer,"Young pilot Cliff Secord stumbles on a top secret rocket-pack and with the help of his mechanic/mentor, he attempts to save his girl and stop the Nazis as 'The Rocketeer'.",Action,6/21/1991,,/2fQ6d8B0wgKTr2c7aHcDW8DqwIB.jpg,/uXLZxRFssFT37XLJSRW6MWx8Via.jpg
10250,The Butcher,"A tragic car accident in the middle of nowhere finds six stranded college students fighting for their lives after making a horrifying discovery in a remote farmhouse in director Edward Gorsuch's rural frightener. With no place to run and no police station for miles, these doomed students are about to discover that down home hospitality is the last thing on the minds of the murderous family who stalks them through the woods.",Horror,7/11/2006,,,/oMCA3QMzwmJlLHGE4AigCzk9DGI.jpg
10251,5ive Girls,"Five wayward teenage girls are sent to a reformatory and discover they possess unique powers to battle the ancient demon, Legion, which holds thrall over the sinister institution.",Horror,1/1/2006,,/9QMbzoO8Xwsjo2Enyvhns6yHDck.jpg,/9EKL1Ta42cj9rSqopfu3QJFE3G1.jpg
10252,Animal,"His name: infamous. His reputation: ruthless. But when James ""Animal""Allen is locked up in a maximum security prison, he meets a revolutionary who changes his life. Now a reformed man, James is released only to find that his own son has assumed a life of crime and violence. Can a father haunted by his past redeem his family from the very streets he created, or will he be forced to make the ultimate sacrifice?",Action,5/1/2005,Animal Collection,/2PYSbjodqH6ytgXaeDtWitFjK1l.jpg,/f0r2kdF3TitkTxAwb0kKdsTfIvi.jpg
10253,디 워,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter...",Fantasy,2/8/2007,,/5WWqrUIGrCb1QvZtYVaSfZgUG8n.jpg,/rEpvqWGu08coDLUpcpiz4sMoDYo.jpg
10254,เกิดมาลุย,"When a remote Thai village is overrun by terrorists armed with a nuclear missile, an elite undercover operative leads the most unique fighting force ever assembled in a heroic bid to save their nation.",Crime,8/5/2004,,/rLzQtRGMN55hn7mNIMwJImtMavb.jpg,/k4YPOpK9L9jHzKFN5Aa9uJuhvCn.jpg
10255,Sei mong se jun,"Jiney, an art and photography student, but despite winning an award, she remains unhappy with the work. After photographing the aftermath of a fatal car accident she finds herself obsessed with death. She begins to talk about suicide, and suffers flashbacks of an incident from her youth when she was sexually abused by some young boys..",Horror,11/4/2004,,,/9u4iZo4aavygIHtKWAiJfrQcVVg.jpg
10256,Metamorphosis,"In the Seventeenth Century, while Hungary is fighting the Turks, the population of a small village in...",Drama,1/1/2007,,/y3BGYpWY8ZUv2kYHmyRhiKQAab3.jpg,/eErvcGhM9icWshn42MvOEkIcbnt.jpg
10257,千機變II花都大戰,"Set in Flower Capital, a land ruled by an Evil Queen. All men in the kingdom are slaves to women. However, a prophecy foretells that one day, the Star of Rex will find and wield a mythical sword, rise to power, overthrow the queen, and restore the balance of the two sexes.",Adventure,8/12/2004,The Twins Effect Collection,/quHhWxgxynYjRuJcqOyPBKP3gjh.jpg,/9pIBKJS5nqHZFxOIq2vL1VstWmi.jpg
10258,The Madagascar Penguins in a Christmas Caper,"During the holiday season, when the animals of the Central Park Zoo are preparing for Christmas, Private, the youngest of the penguins notices that the Polar Bear is all alone. Assured that nobody should have to spend Christmas alone, Private goes into the city for some last-minute Christmas shopping. Along the way, he gets stuffed into a stocking",Animation,9/23/2005,,/gdJ6j1hmt6dQgObWxDJAHUb58o6.jpg,/gOVdfrRfzQjYwezOxIap13j05d8.jpg
10259,로망스,"Yoon-hee is so harassed by her husband's obsession and frantic love, that even breathing is painful to her. One day, her sudden suicide attempt is foiled when someone takes her in his arms and saves her. Hyeong-joon is a rough-looking detective. He asks nothing, but maybe he knows that for some people, just being alive is hard enough.
 Yoon-hee goes looking for Hyeong-joon, and from the moment she sees him, feels that he already loves her deeply. Because she knows it is totally impossible to be free from her prison of marriage, the peace and happiness she feels at Hyeong-joon's side is heartbreaking and frightening. Hyeong-joon, used to his life of loneliness and despair, loves Yoon-hee at first sight, but as he can't do anything for her, just lets her go. The only thing he can do is to offer her and himself some comfort.",Drama,3/16/2006,,/o1XTBnEGK0e4Ja0tR8YoeRIygWK.jpg,/n68HvOkkY8BaqmugBxIglVi9S1d.jpg
10260,Les Ripoux,"My New Partner is a 1984 French comedy film directed by Claude Zidi, starring Philippe Noiret and Thierry Lhermitte. Noiret plays a streetwise Paris policeman who takes kickbacks from the minor criminals on his beat to allow them to continue. At the start of the film, his partner is busted for corruption and he narrowly escapes. He is assigned an idealistic new partner fresh from police academy. He sets out to corrupt his new partner and, after a slow start, succeeds spectacularly.",Comedy,9/19/1984,My New Partner Collection,/gaa606cYeKFpTX4vRIX5BJ9PkBW.jpg,/9acVr5PYQkTEJ4kg0Z30pqULEp5.jpg
10261,Switch,"Steve Brooks, a sexist womanizer, is killed by a group of his angry former lovers. In heaven, he makes a bargain with God for redemption and agrees to return to Earth. Once there, he must have a sincere relationship with a female and make her fall in love with him. If not, Steve's soul will become the property of the devil. But the devil hedges his bet, and Steve is reincarnated as a woman named Amanda Brooks.",Fantasy,5/10/1991,,/xIKjl6ejG4fx2gfqAvS5jGHWIFC.jpg,/fwDP1bZWccw4soS1WET32LoyfRB.jpg
10263,Tamara,"Tamara, an unattractive girl who is picked on by her peers, returns after her death as a sexy seductress to enact revenge.",Fantasy,5/12/2005,,/15hayhWcHumj1jywchgqERBQ98h.jpg,/qvwl9p8UOKeRqVZaVCukFKj9zkf.jpg
10264,Hamlet,"Hamlet, Prince of Denmark, finds out that his uncle Claudius killed his father to obtain the throne, and plans revenge.",Drama,12/19/1990,,/6zTbBel2EKhtnh1MujxoMiQAS4A.jpg,/ycM8gwwyOLXW4qxkcu6nhLlfgcA.jpg
10265,韓城攻略,"Agent Lam (Tony Leung) sets out to track a pair of plates used to make fake American dollars. When he discovers the plates, they are conned out of him by enigmatic US Embassy workers Owen (Richie Ren) and JJ (Shu Qi). With the trail now leading to Korea, Lam sets off in hot pursuit. There, amidst the dangerous and glamorous urban landscape of Seoul, Lam finds himself confronting an underworld crime boss known as the Polar Bear, head of the biggest counterfeiting organisation in Asia.",Drama,2/5/2005,Raiders Collection,/pJ1EfeYYqofKqOukkz0UofqULVa.jpg,/o9P8Rt1UpQ6MNnSEUBtDewCWeRF.jpg
10266,The Veteran,"Thirty years on from Vietnam, a government official is trying to track down soldiers who went missing in action, in the hope that it may lead her to her father. Meanwhile, a war veteran is forced to relive painful memories of how he was left for dead by his own platoon, and the heinous crimes he once committed while in the line of duty.",TV Movie,1/1/2006,,/l0iAIxs5WDlGwTp94wlNxRJHJIX.jpg,/qTRAWohDlSviegARU4fW8lyb4jK.jpg
10267,Dazlak – Skinhead,No overview found.,Comedy,1/1/1997,,,
10268,Je vous trouve très beau,"Aymé Pigrenet, a recently widowed farmer, is eager to find a new wife to help him run his farm. Desperate, he seeks the aid of a local matchmaker who suggest that he go to Romania to find a new wife. There he meets Elena.",Comedy,11/7/2005,,/zHXuBtVrAXIGtx4LTxBwkKdOcTU.jpg,/8tn9qK9ulhBaI0SBQFaj0a2deBY.jpg
10269,Yentl,"Rebbe Mendel is a single father who teaches the Talmud, a sacred text of Judaism, to the boys of his small Polish town. Behind closed doors, he also instructs his daughter, Yentl, despite the fact that girls are forbidden to study religious scripture. When Yentl's father dies, she still has a strong desire to learn about her faith -- so she disguises herself as a male, enrolls in a religious school, and unexpectedly finds love along the way.",Music,11/18/1983,,/bDIxWT0xSVcIDQQyFCb15wHZefz.jpg,/AcCX4tKqwP5BTfRTQEqZW3qabl3.jpg
10270,Kampfansage - Der letzte Schüler,"Welcome to the future. Civilization has been obliterated by natural catastrophes and global economic collapse. In the rotting skeletons of once great cities, the remnants of mankind struggle to survive under the brutal reign of vicious warlords who rule by fear and the power of the fist. The only hope for a courageous band of street urchins is the brave fighter Jonas, the last surviving keeper of the secrets of an ancient martial arts dynasty. Jonas must challenge the heartless Bosco in a fight for freedom or death ... only then can he become master of mankind's destiny.",Action,1/1/2005,,,/dmGEcsuOdNscE8Lh8o8awk8hiCB.jpg
10271,Mensonges Et Trahisons Et Plus Si Affinités...,"Raphael is a ghostwriter who takes a job writing for famous footy player Kevin. To his delight and his girlfriend, Murials horror, Kevins current girlfriend is an old (easily rekindled) flame of Raphaels. A freak accident leaves a close friend dead and Raphael is forced to reconsider his priorities.",Comedy,9/8/2004,,/c6L4ns0Nac4I9lr7yTE9Xf4TI8I.jpg,/yjBq8pSEXpnmypHkIXqFhVXahnw.jpg
